"word","word_type","topic","phonetic","meaning_en","image_url","audio_url"
"fishing","noun","Hobbies and Games","ˈfɪʃɪŋ","the activity of catching a fish with special equipment such as a fishing line and a hook or net","https://cdn.langeek.co/photo/51642/original/fishing?type=jpeg","https://tts.langeek.co/read?text=ZmlzaGluZw&hash=73bf36f08af741a5f8547e8efae7fe898f9e1283&lang=en&cache-only=0"
"yoga","noun","Hobbies and Games","ˈjoʊɡə","a system of physical exercises, including breath control and meditation, practiced to gain more control over your body and mind","https://cdn.langeek.co/photo/51678/original/yoga?type=jpeg","https://tts.langeek.co/read?text=eW9nYQ&hash=1eeb7d52cb93fe335db459bc3410011d34d36694&lang=en&cache-only=0"
"meditation","noun","Hobbies and Games","ˌmɛdɪˈteɪʃən","the act or practice of concentrating on the mind and releasing negative energy or thoughts for religious reasons or for calming one's mind","https://cdn.langeek.co/photo/51646/original/meditation?type=jpeg","https://tts.langeek.co/read?text=bWVkaXRhdGlvbg&hash=0534995d94c7459ab5598e99798881edcaa6dd2d&lang=en&cache-only=0"
"clubbing","noun","Hobbies and Games","ˈklʌbɪŋ","the act or activity of frequently hanging out in nightclubs","https://cdn.langeek.co/photo/51670/original/clubbing?type=jpeg","https://tts.langeek.co/read?text=Y2x1YmJpbmc&hash=792210f999f389c605c598ea3b0864c8683ea877&lang=en&cache-only=0"
"juggling","noun","Hobbies and Games","ˈdʒəɡəɫɪŋ/, /ˈdʒəɡɫɪŋ","the skill of keeping multiple objects, such as balls, in motion simultaneously by tossing and catching them","https://cdn.langeek.co/photo/44986/original/?type=jpeg","https://tts.langeek.co/read?text=anVnZ2xpbmc&hash=0c95575e2abf373452df6a541e9aa0c7f83181fd&lang=en&cache-only=0"
"exercise","noun","Hobbies and Games","ˈɛksɚˌsaɪz","a mental or physical activity that helps keep our mind and body healthy","https://cdn.langeek.co/photo/63084/original/?type=jpeg","https://tts.langeek.co/read?text=ZXhlcmNpc2U&hash=458a1e991d7325a05e389026b7ca8d18428b8777&lang=en&cache-only=0"
"Pilates","noun","Hobbies and Games","pɪˈɫɑˌtis","a form of exercise that focuses on strengthening and toning the body, improving flexibility, and enhancing posture through a series of controlled movements","https://cdn.langeek.co/photo/37219/original/?type=jpeg","https://tts.langeek.co/read?text=UGlsYXRlcw&hash=056e78777447ce5e119af4d8972be60a704315e9&lang=en&cache-only=0"
"sewing","noun","Hobbies and Games","ˈsoʊɪŋ","the skill or practice of using a scissor, needle, thread, etc. to make or repair clothing","https://cdn.langeek.co/photo/29591/original/?type=jpeg","https://tts.langeek.co/read?text=c2V3aW5n&hash=d81e22d96bdd2ffe282bc11f946bb41de304a318&lang=en&cache-only=0"
"crocheting","noun","Hobbies and Games","kɹoʊˈʃeɪɪŋ","the craft of creating fabric using yarn and a crochet hook","https://cdn.langeek.co/photo/32554/original/?type=jpeg","https://tts.langeek.co/read?text=Y3JvY2hldGluZw&hash=b51dbb86da0a4b90bce1ca43453fcf51f4b1ab26&lang=en&cache-only=0"
"collecting","noun","Hobbies and Games","kəˈlɛktɪŋ","the action of looking for and gathering things of a specific type as a hobby","https://cdn.langeek.co/photo/51765/original/collecting?type=jpeg","https://tts.langeek.co/read?text=Y29sbGVjdGluZw&hash=5747d78c05ef2849d4989d046cadc967beca6ff8&lang=en&cache-only=0"
"pottery","noun","Hobbies and Games","ˈpɑːtəri","the skill or activity of making dishes, pots, etc. using clay","https://cdn.langeek.co/photo/51690/original/pottery?type=jpeg","https://tts.langeek.co/read?text=cG90dGVyeQ&hash=4cf137060fff1ceaf4050a630c117cad32aa248f&lang=en&cache-only=0"
"gaming","noun","Hobbies and Games","ˈɡeɪmɪŋ","the act of playing video games or other interactive media, typically on a computer, console, or mobile device, for entertainment, recreation, or competition","https://cdn.langeek.co/photo/35780/original/?type=jpeg","https://tts.langeek.co/read?text=Z2FtaW5n&hash=a75b86e4df62a37cafbd920739bcc37d3d936165&lang=en&cache-only=0"
"traveling","noun","Hobbies and Games","ˈtrævəlɪŋ","the activity or act of going from one place to another, particularly over a long distance","https://cdn.langeek.co/photo/49467/original/travel?type=jpeg","https://tts.langeek.co/read?text=dHJhdmVsaW5n&hash=03dc04a85df38b12ec5474b033d1855b8aaa92b9&lang=en&cache-only=0"
"board game","noun","Hobbies and Games","bˈoːɹd ɡˈeɪm","any game that is consisted of a board with movable objects on it","https://cdn.langeek.co/photo/51662/original/board-game?type=jpeg","https://tts.langeek.co/read?text=Ym9hcmQgZ2FtZQ&hash=f6dc8531594539f3e4e9678514bdce5635abfeea&lang=en&cache-only=0"
"puzzle","noun","Hobbies and Games","ˈpʌzəl","a game that needs a lot of thinking in order to be finished or done","https://cdn.langeek.co/photo/51694/original/puzzle?type=jpeg","https://tts.langeek.co/read?text=cHV6emxl&hash=6caeae61cd255a82fef54f8296ce900cb16f28a2&lang=en&cache-only=0"
"Sudoku","noun","Hobbies and Games","suˈdoʊku","a number puzzle consisting of nine large squares each divided into nine smaller squares that must be filled with the numbers one to nine, without repeating any of them in the same square, column, or row","https://cdn.langeek.co/photo/29517/original/?type=jpeg","https://tts.langeek.co/read?text=U3Vkb2t1&hash=257245106cf0951247118609bd93da8ecb17cea6&lang=en&cache-only=0"
"darts","noun","Hobbies and Games","dɑrts","a game in which small pointy objects are thrown at a board to achieve points","https://cdn.langeek.co/photo/18617/original/darts?type=jpeg","https://tts.langeek.co/read?text=ZGFydHM&hash=5e2d538e01e18375fc50f17a44d14e07c30184fd&lang=en&cache-only=0"
"wine tasting","noun","Hobbies and Games","waɪn ˈteɪstɪŋ","an event or occasion on which people gather to taste and compare different types of wine","https://cdn.langeek.co/photo/51676/original/?type=jpeg","https://tts.langeek.co/read?text=d2luZSB0YXN0aW5n&hash=11cdb038fb275084a28c4274f0540af0665d4d36&lang=en&cache-only=0"
"shopping","noun","Hobbies and Games","ˈʃɑpɪŋ","the act of buying goods from stores","https://cdn.langeek.co/photo/51745/original/?type=jpeg","https://tts.langeek.co/read?text=c2hvcHBpbmc&hash=360edbd18c74152d2e579968b8f8347d4842d8a6&lang=en&cache-only=0"
"video game","noun","Hobbies and Games","ˈvɪdioʊ ˌɡeɪm","a digital game that we play on a computer, game console, or mobile device","https://cdn.langeek.co/photo/49469/original/console?type=jpeg","https://tts.langeek.co/read?text=dmlkZW8gZ2FtZQ&hash=ed8aeb3d0d73de7b3977ea4701c04b212fa770c3&lang=en&cache-only=0"
"card game","noun","Hobbies and Games","ˈkɑːrd ˌɡeɪm","any game played with playing cards","https://cdn.langeek.co/photo/51664/original/card-game?type=jpeg","https://tts.langeek.co/read?text=Y2FyZCBnYW1l&hash=d098d8ebec564efd368c978809b4b6d216c957ff&lang=en&cache-only=0"
"poker","noun","Hobbies and Games","ˈpoʊkɝ","a card game in which two or more players bet on the values of the cards handed to them, often played in order to win money","https://cdn.langeek.co/photo/44992/original/?type=jpeg","https://tts.langeek.co/read?text=cG9rZXI&hash=aef194781d45778bce90eb307624cd6f22708089&lang=en&cache-only=0"
"Monopoly","noun","Hobbies and Games","məˈnɑpəɫi","a type of board game in which players use game currency to buy buildings or streets represented on the board","https://cdn.langeek.co/photo/51741/original/?type=jpeg","https://tts.langeek.co/read?text=TW9ub3BvbHk&hash=6145785ef71500d3650d72594c78cae3456db4fa&lang=en&cache-only=0"
"ball game","noun","Hobbies and Games","ˈbaːl ˌɡeɪm","any various type of game that involves playing with a ball","https://cdn.langeek.co/photo/62651/original/?type=jpeg","https://tts.langeek.co/read?text=YmFsbCBnYW1l&hash=d68567183400402c40d37d3a62a7bbebae6dc537&lang=en&cache-only=0"
"hopscotch","noun","Hobbies and Games","ˈhɑpˌskɑtʃ","a game for children, in which each player throws a stone, marker, etc. on a squared pattern that was drawn on the ground and hops on them to pick it up","https://cdn.langeek.co/photo/51735/original/?type=jpeg","https://tts.langeek.co/read?text=aG9wc2NvdGNo&hash=0a928bffc7a9538dea01d4e9c3a7663d143b4173&lang=en&cache-only=0"
"domino","noun","Hobbies and Games","ˈdɑməˌnoʊ/, /ˈdɑmɪˌnoʊ","each of a set of small flat blocks, made of wood, plastic, etc., with spots that represent numbers on one side, used in specific games","https://cdn.langeek.co/photo/51729/original/?type=jpeg","https://tts.langeek.co/read?text=ZG9taW5v&hash=5e32b56a617edf3afa6b9bc357354acdb91ebbb3&lang=en&cache-only=0"
"chess","noun","Hobbies and Games","ʧɛs","a strategic two-player board game where players move pieces with different abilities across a board with the objective of capturing the opponent's king","https://cdn.langeek.co/photo/18629/original/?type=jpeg","https://tts.langeek.co/read?text=Y2hlc3M&hash=deadab9f6d78fba941a3a9ea85a72545d559280f&lang=en&cache-only=0"
"dodgeball","noun","Hobbies and Games","dˈɑːdʒbɔːl","a game in which two teams of players form circles and aim to hit their opponents with a ball in order to eliminate them while avoiding getting hit themselves","https://cdn.langeek.co/photo/32028/original/?type=jpeg","https://tts.langeek.co/read?text=ZG9kZ2ViYWxs&hash=6d15a57afcd3170ff663ce9a965731b5c34a2e47&lang=en&cache-only=0"
"Jenga","noun","Hobbies and Games","dʒˈɛŋɡə","a physical and mental skill game that was first created in the 1980s, played with a set of 54 wooden blocks, which are stacked in a tower formation at the beginning of the game","https://cdn.langeek.co/photo/44984/original/?type=jpeg","https://tts.langeek.co/read?text=SmVuZ2E&hash=613a7235bc28920004e77ed7771f46e8877f3f1b&lang=en&cache-only=0"
"bingo","noun","Hobbies and Games","ˈbɪŋɡoʊ","a game of chance played with randomly drawn numbers, where players match the numbers on their cards to form specific patterns, often with the objective of calling out ""Bingo!"" to indicate that they have completed a winning arrangement","https://cdn.langeek.co/photo/31910/original/?type=jpeg","https://tts.langeek.co/read?text=YmluZ28&hash=92371a0e0dc89dd292b5b857576e763fe4f947f6&lang=en&cache-only=0"
"Scrabble","noun","Hobbies and Games","ˈskɹæbəɫ","a type of board game in which one tries to make words on a board using small blocks with letters on them","https://cdn.langeek.co/photo/22876/original/?type=jpeg","https://tts.langeek.co/read?text=U2NyYWJibGU&hash=93fefa1eee3698b9642a37990c5dc867de1eb059&lang=en&cache-only=0"
"tag","noun","Hobbies and Games","ˈtæɡ","a children’s game played by two or more children, in which one runs after the others and tries to touch them, the touched player then has to run after the others instead","https://cdn.langeek.co/photo/31865/original/?type=jpeg","https://tts.langeek.co/read?text=dGFn&hash=9c8ccddb1b5b7984782a336a94b81206323c141a&lang=en&cache-only=0"
"hide-and-seek","noun","Hobbies and Games","hˈaɪdændsˈiːk","a game for children in which one player closes or covers their eyes while others hide and then try to find where they are","https://cdn.langeek.co/photo/51731/original/hide-and-go-seek?type=jpeg","https://tts.langeek.co/read?text=aGlkZS1hbmQtc2Vlaw&hash=a52702c1f1a2ff8f2f99049938bf5a849c063d51&lang=en&cache-only=0"
"blogging","noun","Hobbies and Games","ˈblɑɡɪŋ","the act or activity of writing about different things and share them online on a web page","https://cdn.langeek.co/photo/51816/original/blogging?type=jpeg","https://tts.langeek.co/read?text=YmxvZ2dpbmc&hash=9159e026d64ca75cf0fcea6795841c60ab756223&lang=en&cache-only=0"
"foosball","noun","Hobbies and Games","ˈfusˌbɔɫ","a table game resembling football in which players attempt to score goals by turning side handles that have figures of football players attached to them","https://cdn.langeek.co/photo/32068/original/?type=jpeg","https://tts.langeek.co/read?text=Zm9vc2JhbGw&hash=07e477e1d1f825c798862a5000ff3fac487367ab&lang=en&cache-only=0"
"circle","noun","Shapes","ˈsɝːkəl","a completely round, plain shape","https://cdn.langeek.co/photo/14578/original/circle?type=jpeg","https://tts.langeek.co/read?text=Y2lyY2xl&hash=a3106bd8f319a09589c5fe10e0ff7adaddb92ea0&lang=en&cache-only=0"
"square","noun","Shapes","skwɛr","a shape with four equal straight sides and four right angles, each measuring 90°","https://cdn.langeek.co/photo/14582/original/square?type=jpeg","https://tts.langeek.co/read?text=c3F1YXJl&hash=84375fcb232426978fab61ef6cf2a8828931386e&lang=en&cache-only=0"
"triangle","noun","Shapes","ˈtɹaɪˌæŋɡəɫ","(geometry) a flat shape consisting of three straight sides and three angles","https://cdn.langeek.co/photo/22913/original/?type=jpeg","https://tts.langeek.co/read?text=dHJpYW5nbGU&hash=b7b128c0262c8c153edd4a3bc8a7c5c08cce9876&lang=en&cache-only=0"
"rectangle","noun","Shapes","ˈɹɛktæŋɡəɫ","(geometry) a flat shape with four right angles, especially one with opposing sides that are equal and parallel to each other","https://cdn.langeek.co/photo/22907/original/?type=jpeg","https://tts.langeek.co/read?text=cmVjdGFuZ2xl&hash=6a972b89712d7d33fd5e0175e111fad2c9b09bbd&lang=en&cache-only=0"
"oval","noun","Shapes","ˈoʊvəɫ","a shape that is wide in the middle and narrow at both ends","https://cdn.langeek.co/photo/22897/original/?type=jpeg","https://tts.langeek.co/read?text=b3ZhbA&hash=e156ded81d2bb6df2bcfb1a0cfdf5998cf50a075&lang=en&cache-only=0"
"diamond","noun","Shapes","ˈdaɪmənd","a shape with four equal, sloping straight sides, forming a point at the top and another at the bottom","https://cdn.langeek.co/photo/14584/original/diamond?type=jpeg","https://tts.langeek.co/read?text=ZGlhbW9uZA&hash=cbf71b911e6bcbf5cefdf645e81e841d93178443&lang=en&cache-only=0"
"star","noun","Shapes","stɑr","a shape with five or more points, representing a star in the sky","https://cdn.langeek.co/photo/14586/original/star?type=jpeg","https://tts.langeek.co/read?text=c3Rhcg&hash=a668830f867321684ac9d50d88bee87270c30989&lang=en&cache-only=0"
"sphere","noun","Shapes","ˈsfɪɹ","(geometry) a round object that every point on its surface has the same distance from its center","https://cdn.langeek.co/photo/22909/original/?type=jpeg","https://tts.langeek.co/read?text=c3BoZXJl&hash=02249bd8a6db57cba1d01bdd732ad08202384774&lang=en&cache-only=0"
"cube","noun","Shapes","ˈkjub","a figure, either hollow or solid, with six equal square sides","https://cdn.langeek.co/photo/22887/original/?type=jpeg","https://tts.langeek.co/read?text=Y3ViZQ&hash=0cdf65c2a957f6ab295e6c2396fe487777c075fb&lang=en&cache-only=0"
"cylinder","noun","Shapes","ˈsɪləndɚ","(geometry) a solid or hollow shape with two circular bases at each end and straight parallel sides","https://cdn.langeek.co/photo/25934/original/?type=jpeg","https://tts.langeek.co/read?text=Y3lsaW5kZXI&hash=cb4f7679a4bf610b27f5536e70de8ec1a22af70a&lang=en&cache-only=0"
"cone","noun","Shapes","koʊn","(geometry) a three dimensional shape with a circular base that rises to a single point","https://cdn.langeek.co/photo/25926/original/?type=jpeg","https://tts.langeek.co/read?text=Y29uZQ&hash=6e668fa8e3f8987c920eadf6f5f3f2e0fa2ea36a&lang=en&cache-only=0"
"pyramid","noun","Shapes","ˈpɪɹəmɪd","a solid object with a square base and four triangular sides joined to a point on the top","https://cdn.langeek.co/photo/22905/original/?type=jpeg","https://tts.langeek.co/read?text=cHlyYW1pZA&hash=595619b0554ffa87d6a6f979dbb6b36564f71334&lang=en&cache-only=0"
"cuboid","noun","Shapes","kjˈuːbɔɪd","a three-dimensional geometric shape with six rectangular faces, resembling a box or a rectangular prism","https://cdn.langeek.co/photo/35489/original/?type=jpeg","https://tts.langeek.co/read?text=Y3Vib2lk&hash=250eeffe5ffa4f34a88954d3b382dc2fa1531c32&lang=en&cache-only=0"
"hemisphere","noun","Shapes","ˈhɛmɪsˌfɪɹ","either half of a sphere","https://cdn.langeek.co/photo/25948/original/?type=jpeg","https://tts.langeek.co/read?text=aGVtaXNwaGVyZQ&hash=74eba366290e89e698c39a763a0741919745b755&lang=en&cache-only=0"
"prism","noun","Shapes","ˈpɹɪzəm","(geometry) a solid figure with flat sides and two parallel ends of the same size and shape","https://cdn.langeek.co/photo/25972/original/?type=jpeg","https://tts.langeek.co/read?text=cHJpc20&hash=de53c76687580ce13d5b2e33522d6bdc2abeec69&lang=en&cache-only=0"
"parallelogram","noun","Shapes","pˌæɹəlˈɛləɡɹˌæm","(geometry) any flat shape with four straight sides, the opposite sides of which are equal and parallel to each other","https://cdn.langeek.co/photo/25964/original/?type=jpeg","https://tts.langeek.co/read?text=cGFyYWxsZWxvZ3JhbQ&hash=3a0f096560e1a0033c3d5ee4456dbb94772bfcbb&lang=en&cache-only=0"
"trapezoid","noun","Shapes","tɹˈæpɪzˌɔɪd","(geometry) a flat shape with four flat sides, two of which are parallel","https://cdn.langeek.co/photo/25986/original/?type=jpeg","https://tts.langeek.co/read?text=dHJhcGV6b2lk&hash=aa3f94fe7a6441786ec93a712f439e8bafac5c94&lang=en&cache-only=0"
"crescent","noun","Shapes","ˈkɹɛsənt","a curved shape with narrow points at the ends that appears wider in the middle, like the shape of the moon in its first and last quarters","https://cdn.langeek.co/photo/25930/original/?type=jpeg","https://tts.langeek.co/read?text=Y3Jlc2NlbnQ&hash=10635fddd1b7578e6840ce2aa5636cd20848cb57&lang=en&cache-only=0"
"cross","noun","Shapes","krɑːs","a mark or an object formed by two short lines or pieces crossing each other","https://cdn.langeek.co/photo/51242/original/cross?type=jpeg","https://tts.langeek.co/read?text=Y3Jvc3M&hash=f32d11b03401f4c00692800e31d4f39eef6bb731&lang=en&cache-only=0"
"spiral","noun","Shapes","ˈspaɪrəl","(geometry) a curved shape or design that gradually winds around a center or axis","https://cdn.langeek.co/photo/25984/original/?type=jpeg","https://tts.langeek.co/read?text=c3BpcmFs&hash=cd9dbfc70ece123cbdd4cb1d0cf8e179dabf990c&lang=en&cache-only=0"
"kite","noun","Shapes","kaɪt","a four-sided shape with two pairs of equal-length adjacent sides","https://cdn.langeek.co/photo/51749/original/?type=jpeg","https://tts.langeek.co/read?text=a2l0ZQ&hash=926482001f70d99512fc775b517eab66b460ed6d&lang=en&cache-only=0"
"right triangle","noun","Shapes","ɹˈaɪt tɹˈaɪæŋɡəl","a flat geometric shape consisting of three straight sides and one right angle","https://cdn.langeek.co/photo/30006/original/?type=jpeg","https://tts.langeek.co/read?text=cmlnaHQgdHJpYW5nbGU&hash=3f66c85935e3be23cd1044d42851400039e54b52&lang=en&cache-only=0"
"lozenge","noun","Shapes","ˈɫɔzəndʒ","(geometry) a figure with four sides and two opposite angles more than 90° and two of less than 90°","https://cdn.langeek.co/photo/25958/original/?type=jpeg","https://tts.langeek.co/read?text=bG96ZW5nZQ&hash=161d47c579333b5849a160d383b0f8129308fa19&lang=en&cache-only=0"
"spheroid","noun","Shapes","ˈsfɪˌɹɔɪd","(geometry) a round 3D shape like a ball that is slightly flattened at the top and bottom points","https://cdn.langeek.co/photo/25996/original/?type=jpeg","https://tts.langeek.co/read?text=c3BoZXJvaWQ&hash=2cc089fbc5f06d5ee621382ffb06cbbf843ef501&lang=en&cache-only=0"
"semicircle","noun","Shapes","ˈsɛmisɜːrkəl","any half of a circle","https://cdn.langeek.co/photo/25978/original/?type=jpeg","https://tts.langeek.co/read?text=c2VtaWNpcmNsZQ&hash=608966517f1cddefc3cef8dcba22095acbd5c7d9&lang=en&cache-only=0"
"pentagon","noun","Shapes","ˈpɛnɪˌɡɑn/, /ˈpɛntɪˌɡɑn","a geometric shape with five angles and five straight sides","https://cdn.langeek.co/photo/22901/original/?type=jpeg","https://tts.langeek.co/read?text=cGVudGFnb24&hash=d536840c343ec737924eb19a3097913cf0ce91c1&lang=en&cache-only=0"
"hexagon","noun","Shapes","ˈhɛksəˌɡɑn","(geometry) a closed shape with six straight sides and six angles","https://cdn.langeek.co/photo/25954/original/?type=jpeg","https://tts.langeek.co/read?text=aGV4YWdvbg&hash=bd48136dcb6c850956b26d6b7dc5b3ea3ac9a311&lang=en&cache-only=0"
"heptagon","noun","Shapes","hˈɛptəɡˌɑːn","a seven-sided plane shape consisting of seven line segments or edges that meet at seven interior angles","https://cdn.langeek.co/photo/26076/original/?type=jpeg","https://tts.langeek.co/read?text=aGVwdGFnb24&hash=15ac7a4ad8e8c264f4de87a91f357e5a2da9df39&lang=en&cache-only=0"
"octagon","noun","Shapes","ˈɑktəˌɡɑn","(geometry) a polygon consisting of eight straight sides and eight angles","https://cdn.langeek.co/photo/25950/original/?type=jpeg","https://tts.langeek.co/read?text=b2N0YWdvbg&hash=a2c302872d4d6f70ccd860c08b018d3db07e2951&lang=en&cache-only=0"
"nonagon","noun","Shapes","nˌɑːnˈæɡɑːn","(geometry) a flat shape consisting of nine straight sides and nine angles","https://cdn.langeek.co/photo/25992/original/?type=jpeg","https://tts.langeek.co/read?text=bm9uYWdvbg&hash=afac245d76f9f771c8c43248b393ef5d71da7fac&lang=en&cache-only=0"
"decagon","noun","Shapes","dᵻkˈæɡɑːn","(geometry) a flat polygon with ten straight sides and ten angles","https://cdn.langeek.co/photo/25936/original/?type=jpeg","https://tts.langeek.co/read?text=ZGVjYWdvbg&hash=8aece42925080ff24608afd93ecf7edaa7912c7a&lang=en&cache-only=0"
"pentagram","noun","Shapes","pˈɛntɐɡɹˌæm","a five-pointed star","https://cdn.langeek.co/photo/26080/original/?type=jpeg","https://tts.langeek.co/read?text=cGVudGFncmFt&hash=500ce87738ff32408a4f0d7ce62da194bfb3f288&lang=en&cache-only=0"
"hexagram","noun","Shapes","hˈɛksɐɡɹˌæm","(geometry) a flat star-shaped figure with six points that can be formed by making equilateral triangles on each side of a regular hexagon","https://cdn.langeek.co/photo/26078/original/?type=jpeg","https://tts.langeek.co/read?text=aGV4YWdyYW0&hash=245fa51bb0fb863d2a881fa84f7df9e935c616c1&lang=en&cache-only=0"
"zigzag","noun","Shapes","ˈzɪɡzæɡ","(geometry) a shape that consists of a line alternating its direction to left and right","https://cdn.langeek.co/photo/25988/original/?type=jpeg","https://tts.langeek.co/read?text=emlnemFn&hash=b84ce7ba5cf469d4f8ecb2626353df94693222d7&lang=en&cache-only=0"
"hendecagon","noun","Shapes","hˈɛndɪkəɡˌɑːn","(geometry) a flat figure consisting of eleven straight sides and eleven angles","https://cdn.langeek.co/photo/30022/original/?type=jpeg","https://tts.langeek.co/read?text=aGVuZGVjYWdvbg&hash=9277fe6421474312d91d9350d3f9db6d999e9d63&lang=en&cache-only=0"
"dodecagon","noun","Shapes","doʊdˈɛkəɡˌɑːn","(geometry) a flat figure that consists of twelve sides and twelve angles","https://cdn.langeek.co/photo/25942/original/?type=jpeg","https://tts.langeek.co/read?text=ZG9kZWNhZ29u&hash=f0b12a7bbfcdcceaa736f99c4bb507af0a6bfa28&lang=en&cache-only=0"
"tridecagon","noun","Shapes","tɹˈaɪdɪkəɡˌɑːn","a polygon with thirteen sides and thirteen angles","https://cdn.langeek.co/photo/39573/original/?type=jpeg","https://tts.langeek.co/read?text=dHJpZGVjYWdvbg&hash=7053ed0331d5e0870797e0b55cc48930e3991f03&lang=en&cache-only=0"
"oblong","noun","Shapes","ˈɑbɫɔŋ","a rectangular figure that has unequal adjacent sides with arched angles","https://cdn.langeek.co/photo/25960/original/?type=jpeg","https://tts.langeek.co/read?text=b2Jsb25n&hash=ae5d057806bf0fa03cbda53af68b66dde6b289e3&lang=en&cache-only=0"
"torus","noun","Shapes","tˈoːɹəs","a solid shape resembling a donut or ring, made by spinning a circle around a line that does not cut through the circle","https://cdn.langeek.co/photo/44994/original/?type=jpeg","https://tts.langeek.co/read?text=dG9ydXM&hash=be0776e853ba07d5abc9c73db7fad3866e40d2de&lang=en&cache-only=0"
"curve","noun","Shapes","ˈkɝv","a line or shape that is not straight and bends gradually","https://cdn.langeek.co/photo/22889/original/?type=jpeg","https://tts.langeek.co/read?text=Y3VydmU&hash=84bc375aeb8859eabd5c205825dce4371bd0e60e&lang=en&cache-only=0"
"parallel","noun","Shapes","ˈpɛɹəˌɫɛɫ","a pair of geometric figures, such as lines or planes, that do not meet or intersect, no matter how far they are extended","https://cdn.langeek.co/photo/22899/original/?type=jpeg","https://tts.langeek.co/read?text=cGFyYWxsZWw&hash=534508d8b42b4377cbb4bf465db12517549086be&lang=en&cache-only=0"
"ellipse","noun","Shapes","ɪˈɫɪps","(geometry) a closed plane curve that has two focal points","https://cdn.langeek.co/photo/25944/original/?type=jpeg","https://tts.langeek.co/read?text=ZWxsaXBzZQ&hash=cebc334d1972b3fe1ac087b8520e47f881f0118b&lang=en&cache-only=0"
"loneliness","noun","Feelings","ˈɫoʊnɫinəs","a sense of sadness or melancholy arising from being alone or lacking companionship","https://cdn.langeek.co/photo/44988/original/?type=jpeg","https://tts.langeek.co/read?text=bG9uZWxpbmVzcw&hash=f79d612b828b0ddcd3705ab874ed3cc640ae0318&lang=en&cache-only=0"
"discomfort","noun","Feelings","dɪˈskəmfɝt","a state of unease, distress, or agitation experienced psychologically, often stemming from stress, anxiety, or emotional strain","https://cdn.langeek.co/photo/52031/original/?type=jpeg","https://tts.langeek.co/read?text=ZGlzY29tZm9ydA&hash=6abef25ac48b6ced41c98a829623e1c1acbc06d1&lang=en&cache-only=0"
"heartbreak","noun","Feelings","ˈhɑrtbreɪk","a feeling of great distress or sadness","https://cdn.langeek.co/photo/44890/original/?type=jpeg","https://tts.langeek.co/read?text=aGVhcnRicmVhaw&hash=309ff60bd2380ede92359ac24ef5b44025a0c2db&lang=en&cache-only=0"
"wrath","noun","Feelings","ˈɹæθ","an intense sense of rage","https://cdn.langeek.co/photo/52143/original/anger?type=jpeg","https://tts.langeek.co/read?text=d3JhdGg&hash=5f512f02b6260ee912409131409c00d3c0716885&lang=en&cache-only=0"
"calmness","noun","Feelings","ˈkɑɫmnəs/, /ˈkɑmnəs","a state of feeling peaceful and relaxed, without being upset or anxious","https://cdn.langeek.co/photo/46344/original/calmness?type=jpeg","https://tts.langeek.co/read?text=Y2FsbW5lc3M&hash=b0b7c641a06cbbcdda62dec0d7eac846a146da31&lang=en&cache-only=0"
"happiness","noun","Feelings","ˈhæpiˌnəs","the feeling of being happy and well","https://cdn.langeek.co/photo/51927/original/?type=jpeg","https://tts.langeek.co/read?text=aGFwcGluZXNz&hash=141b0066215d4500f2f187b31354c0a3fc89356b&lang=en&cache-only=0"
"love","noun","Feelings","lʌv","the very strong emotion we have for someone or something that is important to us and we like a lot and want to take care of","https://cdn.langeek.co/photo/61302/original/love?type=jpeg","https://tts.langeek.co/read?text=bG92ZQ&hash=23bacb84d963fcc6fb074f92910ad265fd48c756&lang=en&cache-only=0"
"joy","noun","Feelings","ʤɔɪ","the feeling of great happiness","https://cdn.langeek.co/photo/52033/original/joy?type=jpeg","https://tts.langeek.co/read?text=am95&hash=47dd9ccdd3fe4862bc3b4c8900b44173016e2054&lang=en&cache-only=0"
"pleasure","noun","Feelings","ˈplɛʒɚ","a feeling of great enjoyment and happiness","https://cdn.langeek.co/photo/52021/original/?type=jpeg","https://tts.langeek.co/read?text=cGxlYXN1cmU&hash=ba0206ae5ad05c29cef2fe5f345dc28da39f8596&lang=en&cache-only=0"
"excitement","noun","Feelings","ɪkˈsaɪtmənt","a strong feeling of enthusiasm and happiness","https://cdn.langeek.co/photo/20203/original/excitement?type=jpeg","https://tts.langeek.co/read?text=ZXhjaXRlbWVudA&hash=356940cdd252e48c7d2f64e875768575e15dbf30&lang=en&cache-only=0"
"enthusiasm","noun","Feelings","ɪnˈθuziˌæzəm","a feeling of great excitement and passion","https://cdn.langeek.co/photo/52009/original/?type=jpeg","https://tts.langeek.co/read?text=ZW50aHVzaWFzbQ&hash=2996a13b6971f68435b73c5714755c1a2dcc98c7&lang=en&cache-only=0"
"gratitude","noun","Feelings","ˈɡɹætəˌtud","the quality of being thankful or showing appreciation for something","https://cdn.langeek.co/photo/52017/original/?type=jpeg","https://tts.langeek.co/read?text=Z3JhdGl0dWRl&hash=97f04e8212a4ff8a402660a0071a72ae16e0e6c9&lang=en&cache-only=0"
"delight","noun","Feelings","dɪˈɫaɪt","a feeling of great pleasure or joy","https://cdn.langeek.co/photo/52051/original/?type=jpeg","https://tts.langeek.co/read?text=ZGVsaWdodA&hash=2daa532749249a8b61e151b5a2f2cbba566c8cea&lang=en&cache-only=0"
